number,r_0,r_1,phase_0,phase_1
1,0.03024311854711174,8.041445554738088e-05,69.65279014785973,-17.763410003446083
2,0.03242316719895469,8.328597509837486e-05,68.24066231454722,53.21848362453245
3,0.03630540767037427,0.00010523920531404258,67.12494660657471,68.29078213207755
4,0.03809948477262765,9.008364089008693e-05,73.3220201010402,80.35073795481021
5,0.039364533762851144,0.00013435324180725478,67.80227734474934,97.13821823115482
6,0.03770825377032161,0.00013585864391814682,66.08400841699563,64.88964816120418
7,0.03472492937096929,0.0001493290790526913,62.91234528312821,98.49613020606253
8,0.029053166030802956,0.00014787827100404055,65.78909649969884,97.27278055238115
9,0.02900568684291414,0.0001414381681478514,67.32631894033433,17.524635300446153
10,0.021454644694923464,0.0001609695824089073,89.49613228182096,-12.859136084981609
11,0.02056996499470985,0.0002187011741301556,118.04687631113758,-105.08446126089656
12,0.02036410665131288,0.00020416892124311572,119.54414605592031,-92.95718729019354
13,0.025128988822172856,0.00023655342068623202,126.7047644784795,-104.08677855666082
14,0.029649643542755545,0.0001971667631464099,131.3242453375041,-83.95418017903172
15,0.028755347069750824,0.00021320200679081738,130.77300813041865,-112.82611034728383
16,0.03042280227015221,0.00018099726399576152,119.38014386250222,-93.0455226893084
17,0.038024784794426315,0.0001518598961296511,116.85199789256681,-128.1909288584491
18,0.028498450709681083,0.00016092858192856102,117.66605420169175,-97.02850922657692
19,0.031022978232950523,0.00014084035915940538,117.50451280877617,-104.04664212171417
20,0.029714739368641052,0.0001370507656510392,120.3466694909077,-99.2377716956437
21,1.9985678301712584e-06,2.1270658487955445e-06,12.5069922012402,-2.3375515671244007
22,2.0272320936775612e-06,1.8232883684022618e-06,14.317935504605261,-12.853790370735245
23,2.043600208520751e-06,2.0068782474152615e-06,-4.428948199148499,-31.952586467912433
24,1.997033606074587e-06,2.0898172684852273e-06,-10.160868830450625,42.88662268495508
25,2.0870014133006857e-06,2.1841776431054955e-06,-4.099858748878791,-7.868683248587972
26,2.0232921117340515e-06,2.043261328914885e-06,20.700228722949273,-0.8308756325253382
27,1.9476632108746278e-06,1.939973488972203e-06,12.40051313272061,9.027665067272721
28,2.1159666694395862e-06,2.242609591781127e-06,-15.071601960688515,-18.111113043160987
29,1.8057657849622808e-06,1.9194185634392157e-06,1.8574392107703912,12.216864138282606
30,1.957915597583853e-06,2.046293810674052e-06,-9.32120238830328,-7.11445233952263
31,2.0732473999798973e-06,2.037318498906205e-06,6.276629917107632,7.522195215518582
32,2.012043414893048e-06,2.0910127449355136e-06,-12.717067890614288,7.622063220856055
33,2.0470447291906743e-06,1.760466432840092e-06,-13.815583424930916,1.2882510192124252
34,1.9233568690832737e-06,1.979448727099516e-06,-3.5457184393336867,-15.96892903832473
35,1.9791548664716834e-06,1.9182650237674277e-06,13.299148534879173,-27.692009489608324
36,1.9858941252912435e-06,1.7784156061648934e-06,-9.926117870469621,-11.382654234527955
